Purchase_Year,Original_Price,Furniture_Type,Material,Quality,Color,Condition_Years,Target_Year,Predicted_Price
2018,"₹48,154",Dining Table,Steel,Low,Red,7,2025,"₹3,965"
2022,"₹32,266",Dresser,Engineered Wood,High,Grey,3,2025,"₹23,521"
2018,"₹18,941",Wardrobe,Teak Wood,Medium,Black,7,2025,"₹3,972"
2017,"₹29,312",Dresser,Engineered Wood,Low,Cream,8,2025,"₹1,689"
2018,"₹25,831",Cabinet,Engineered Wood,Low,Teak,7,2025,"₹2,127"
2015,"₹39,684",TV Unit,Steel,Medium,Red,10,2025,"₹4,261"
2017,"₹19,373",Wardrobe,MDF,Low,Brown,8,2025,"₹1,116"
2023,"₹31,187",Bookshelf,Plastic,Low,Black,2,2025,"₹15,281"
2021,"₹44,744",Bed,Wood,Low,Cream,4,2025,"₹10,743"
2018,"₹18,524",Wardrobe,Teak Wood,Low,Beige,7,2025,"₹1,525"
2024,"₹31,253",Dining Table,Steel,High,Red,1,2025,"₹28,127"
2020,"₹20,073",Table,Plastic,High,Teak,5,2025,"₹11,852"
2023,"₹7,167",Table,Plastic,High,White,2,2025,"₹5,805"
2015,"₹24,386",Bookshelf,Engineered Wood,Medium,Black,10,2025,"₹2,618"
2018,"₹14,972",Dining Table,Teak Wood,Low,Blue,7,2025,"₹1,233"
2023,"₹44,661",Bed,Plywood,Medium,Cream,2,2025,"₹28,583"
2023,"₹38,971",Bookshelf,Steel,Low,Beige,2,2025,"₹19,095"
2015,"₹34,575",Table,MDF,Medium,Blue,10,2025,"₹3,712"
2020,"₹44,099",Cabinet,Plastic,Medium,Teak,5,2025,"₹14,450"
2022,"₹19,503",Cabinet,Plastic,Low,Grey,3,2025,"₹6,689"
2023,"₹28,123",Bed,Teak Wood,Medium,Black,2,2025,"₹17,998"
2018,"₹49,150",Cabinet,Plastic,Low,Brown,7,2025,"₹4,047"
2015,"₹36,932",Table,Steel,Medium,Beige,10,2025,"₹3,965"
2015,"₹30,254",TV Unit,Steel,High,Grey,10,2025,"₹10,548"
2016,"₹20,622",TV Unit,Wood,High,Red,9,2025,"₹7,989"
2019,"₹36,091",Chair,Teak Wood,High,Brown,6,2025,"₹19,180"
2019,"₹6,552",Cabinet,Engineered Wood,Low,Grey,6,2025,"₹1,000"
2023,"₹13,601",Table,Plastic,Low,White,2,2025,"₹6,664"
2017,"₹13,393",Bookshelf,Teak Wood,High,Grey,8,2025,"₹5,765"
2023,"₹15,944",Sofa,MDF,High,Beige,2,2025,"₹12,914"
2019,"₹25,880",Bed,Wood,Medium,Red,6,2025,"₹6,784"
2017,"₹10,684",Sofa,Teak Wood,Medium,Blue,8,2025,"₹1,792"
2022,"₹21,532",Cabinet,Plywood,High,Beige,3,2025,"₹15,696"
2023,"₹38,918",Sofa,Plywood,Low,Beige,2,2025,"₹19,069"
2022,"₹31,087",Cabinet,Teak Wood,Low,White,3,2025,"₹10,662"
2020,"₹20,919",Bed,Teak Wood,Low,Red,5,2025,"₹3,515"
2015,"₹34,755",Cabinet,Engineered Wood,High,Black,10,2025,"₹12,118"
2019,"₹28,478",Bed,Steel,High,Teak,6,2025,"₹15,134"
2016,"₹48,637",Chair,Wood,High,Grey,9,2025,"₹18,842"
2019,"₹43,001",Sofa,Plastic,High,Brown,6,2025,"₹22,852"
2023,"₹11,406",TV Unit,Plastic,Medium,Brown,2,2025,"₹7,299"
2015,"₹3,838",Cabinet,Engineered Wood,Low,Cream,10,2025,"₹1,000"
2018,"₹40,207",Cabinet,Engineered Wood,Medium,Beige,7,2025,"₹8,432"
2015,"₹13,672",Dresser,MDF,Medium,Brown,10,2025,"₹1,468"
2015,"₹15,029",Sofa,Teak Wood,Low,Teak,10,2025,"₹1,000"
2020,"₹14,532",Chair,Plywood,Medium,Blue,5,2025,"₹4,761"
2017,"₹17,278",Wardrobe,Teak Wood,High,Blue,8,2025,"₹7,437"
2018,"₹6,890",Bookshelf,Wood,Medium,White,7,2025,"₹1,444"
2024,"₹7,228",Dining Table,Plywood,Medium,Walnut,1,2025,"₹5,782"
2018,"₹45,768",Cabinet,Teak Wood,Medium,Beige,7,2025,"₹9,598"
2015,"₹16,505",Sofa,Plastic,Medium,Brown,10,2025,"₹1,772"
2021,"₹22,621",TV Unit,Steel,Low,Red,4,2025,"₹5,431"
2023,"₹19,421",Chair,Steel,Low,Walnut,2,2025,"₹9,516"
2020,"₹14,960",TV Unit,Wood,High,Beige,5,2025,"₹8,833"
2017,"₹19,619",Dresser,MDF,Medium,Cream,8,2025,"₹3,291"
2018,"₹38,727",Dining Table,MDF,High,Blue,7,2025,"₹18,523"
2020,"₹27,688",Sofa,Plywood,Medium,Beige,5,2025,"₹9,072"
2024,"₹32,337",Dining Table,Engineered Wood,Low,Beige,1,2025,"₹22,635"
2015,"₹15,040",Cabinet,Wood,Low,Red,10,2025,"₹1,000"
2018,"₹21,739",Dining Table,Plastic,Medium,Walnut,7,2025,"₹4,558"
2022,"₹20,561",Cabinet,Plastic,High,Grey,3,2025,"₹14,988"
2024,"₹48,515",TV Unit,Wood,High,Walnut,1,2025,"₹43,663"
2022,"₹34,610",TV Unit,Teak Wood,Low,Blue,3,2025,"₹11,871"
2015,"₹20,645",Table,Plastic,Low,Grey,10,2025,"₹1,000"
2016,"₹29,341",Table,Plywood,Low,Grey,9,2025,"₹1,184"
2017,"₹40,062",Table,Plastic,Low,Walnut,8,2025,"₹2,309"
2021,"₹19,212",Dresser,Plastic,Low,Brown,4,2025,"₹4,612"
2022,"₹35,877",Cabinet,Plywood,Medium,Cream,3,2025,"₹18,369"
2021,"₹46,826",Bookshelf,Plywood,Medium,Cream,4,2025,"₹19,179"
2019,"₹27,515",Dresser,Plastic,Medium,White,6,2025,"₹7,212"
2021,"₹41,614",Dining Table,Plastic,Low,Cream,4,2025,"₹9,991"
2022,"₹39,846",Bookshelf,MDF,Medium,Teak,3,2025,"₹20,401"
2016,"₹34,211",Bed,MDF,High,Grey,9,2025,"₹13,254"
2016,"₹21,740",Wardrobe,Engineered Wood,High,Blue,9,2025,"₹8,422"
2023,"₹18,123",Table,Teak Wood,Medium,Black,2,2025,"₹11,598"
2020,"₹37,504",Bed,MDF,High,Beige,5,2025,"₹22,145"
2021,"₹3,134",Dresser,Wood,Medium,Beige,4,2025,"₹1,283"
2016,"₹24,357",Bookshelf,Wood,High,Blue,9,2025,"₹9,436"
2015,"₹5,369",Wardrobe,Wood,Medium,Beige,10,2025,"₹1,000"
2017,"₹42,762",Dresser,Plastic,Low,White,8,2025,"₹2,465"
2022,"₹7,994",Wardrobe,Wood,Low,Blue,3,2025,"₹2,741"
2017,"₹23,756",Dining Table,Teak Wood,Medium,Red,8,2025,"₹3,985"
2016,"₹42,143",TV Unit,Teak Wood,High,Black,9,2025,"₹16,327"
2017,"₹40,095",Bed,MDF,Medium,Beige,8,2025,"₹6,726"
2024,"₹24,213",Dining Table,Plywood,High,Grey,1,2025,"₹21,791"
2016,"₹38,632",Bookshelf,MDF,Low,Walnut,9,2025,"₹1,558"
2022,"₹44,710",TV Unit,Plywood,Medium,Blue,3,2025,"₹22,891"
2023,"₹8,108",Cabinet,Plywood,Medium,Red,2,2025,"₹5,189"
2022,"₹24,856",Sofa,Plastic,High,Blue,3,2025,"₹18,120"
2024,"₹7,670",Dresser,Steel,Medium,Black,1,2025,"₹6,136"
2024,"₹13,282",Dining Table,Plywood,High,Teak,1,2025,"₹11,953"
2016,"₹4,414",Dining Table,Teak Wood,High,Brown,9,2025,"₹1,710"
2019,"₹16,861",Cabinet,Plywood,Low,Brown,6,2025,"₹1,983"
2024,"₹17,890",Chair,Plastic,Low,Beige,1,2025,"₹12,523"
2020,"₹28,243",Chair,Wood,Medium,Red,5,2025,"₹9,254"
2019,"₹27,622",Sofa,Plastic,Low,Red,6,2025,"₹3,249"
2020,"₹16,137",Table,Engineered Wood,High,Teak,5,2025,"₹9,528"
2015,"₹40,997",TV Unit,MDF,Medium,Cream,10,2025,"₹4,402"
2019,"₹37,695",Chair,Engineered Wood,High,Blue,6,2025,"₹20,032"
2021,"₹47,073",Bed,Plastic,High,Cream,4,2025,"₹30,884"
2021,"₹8,225",Bed,Plastic,Medium,Beige,4,2025,"₹3,368"
2024,"₹27,552",Dining Table,MDF,Medium,Black,1,2025,"₹22,041"
2023,"₹20,403",Table,Engineered Wood,Medium,Cream,2,2025,"₹13,057"
2016,"₹36,147",Dresser,Wood,High,Teak,9,2025,"₹14,004"
2024,"₹27,566",Dining Table,Plywood,High,Grey,1,2025,"₹24,809"
2015,"₹30,042",Bed,Plastic,Medium,Walnut,10,2025,"₹3,225"
2024,"₹7,004",Bookshelf,MDF,Medium,Blue,1,2025,"₹5,603"
2024,"₹48,528",Sofa,Plywood,Medium,Walnut,1,2025,"₹38,822"
2018,"₹26,973",Wardrobe,Plastic,High,White,7,2025,"₹12,901"
2019,"₹16,197",Chair,Wood,High,Black,6,2025,"₹8,607"
2019,"₹3,494",Wardrobe,Engineered Wood,Low,Blue,6,2025,"₹1,000"
2019,"₹13,405",Table,MDF,Low,Black,6,2025,"₹1,577"
2021,"₹25,862",Dining Table,Teak Wood,Medium,Teak,4,2025,"₹10,593"
2017,"₹38,071",Bed,Engineered Wood,Medium,Walnut,8,2025,"₹6,387"
2021,"₹7,382",Sofa,Plastic,High,Walnut,4,2025,"₹4,843"
2024,"₹14,598",Dining Table,Teak Wood,High,Cream,1,2025,"₹13,138"
2016,"₹27,987",Wardrobe,Wood,Low,Blue,9,2025,"₹1,129"
2023,"₹13,243",Wardrobe,Wood,Medium,Red,2,2025,"₹8,475"
2023,"₹43,310",Cabinet,Teak Wood,Medium,White,2,2025,"₹27,718"
2021,"₹11,403",Chair,MDF,Low,Grey,4,2025,"₹2,737"
2024,"₹5,475",Cabinet,Plastic,Low,White,1,2025,"₹3,832"
2018,"₹43,408",Sofa,Wood,Low,Black,7,2025,"₹3,574"
2023,"₹36,500",Dresser,Engineered Wood,Low,Beige,2,2025,"₹17,884"
2018,"₹5,244",Dining Table,Teak Wood,High,Cream,7,2025,"₹2,508"
2017,"₹35,200",TV Unit,Plastic,Low,Red,8,2025,"₹2,029"
2018,"₹20,033",Sofa,Plywood,Low,Beige,7,2025,"₹1,649"
2023,"₹12,533",Chair,Engineered Wood,Medium,Beige,2,2025,"₹8,021"
2020,"₹36,204",Chair,Teak Wood,Medium,Blue,5,2025,"₹11,863"
2019,"₹21,403",Chair,Plastic,High,Walnut,6,2025,"₹11,374"
2024,"₹45,690",Dining Table,MDF,High,Blue,1,2025,"₹41,121"
2020,"₹11,734",Sofa,Engineered Wood,Medium,Grey,5,2025,"₹3,844"
2020,"₹29,883",Chair,Teak Wood,Medium,Grey,5,2025,"₹9,792"
2016,"₹35,377",Sofa,Teak Wood,Medium,Brown,9,2025,"₹4,748"
2017,"₹46,008",Wardrobe,Plywood,Low,Cream,8,2025,"₹2,652"
2016,"₹27,215",Sofa,Steel,Low,Cream,9,2025,"₹1,098"
2017,"₹17,382",Bookshelf,Wood,Medium,Teak,8,2025,"₹2,916"
2020,"₹6,600",Cabinet,Wood,Low,Cream,5,2025,"₹1,109"
2016,"₹36,435",Dresser,Engineered Wood,Medium,Brown,9,2025,"₹4,890"
2024,"₹25,255",Bookshelf,Plywood,Medium,Cream,1,2025,"₹20,204"
2015,"₹39,763",Wardrobe,Wood,Low,White,10,2025,"₹1,123"
2022,"₹9,853",Bookshelf,Plastic,Medium,Walnut,3,2025,"₹5,044"
2017,"₹47,320",Bookshelf,Engineered Wood,Medium,Grey,8,2025,"₹7,938"
2024,"₹6,995",Dresser,Teak Wood,Low,Beige,1,2025,"₹4,896"
2015,"₹25,882",Bookshelf,MDF,High,Blue,10,2025,"₹9,024"
2022,"₹36,401",TV Unit,Engineered Wood,High,Teak,3,2025,"₹26,536"
2023,"₹48,645",Cabinet,Engineered Wood,Low,Brown,2,2025,"₹23,836"
2017,"₹19,305",Dresser,Teak Wood,Low,Teak,8,2025,"₹1,112"
2015,"₹21,947",Sofa,Teak Wood,Low,Blue,10,2025,"₹1,000"
2021,"₹20,062",Sofa,Teak Wood,Medium,Red,4,2025,"₹8,217"
2015,"₹7,324",TV Unit,Steel,Low,Teak,10,2025,"₹1,000"
2023,"₹27,047",TV Unit,Wood,Low,Red,2,2025,"₹13,253"
2018,"₹48,980",TV Unit,Wood,High,Brown,7,2025,"₹23,426"
2018,"₹34,781",TV Unit,Steel,Medium,Beige,7,2025,"₹7,294"
2019,"₹19,120",Wardrobe,Plywood,Medium,Brown,6,2025,"₹5,012"
2023,"₹44,887",Dresser,Engineered Wood,Low,White,2,2025,"₹21,994"
2019,"₹35,886",Bed,Engineered Wood,High,Grey,6,2025,"₹19,071"
2015,"₹18,794",Table,Plywood,Medium,Cream,10,2025,"₹2,017"
2022,"₹34,054",Cabinet,Wood,Medium,Black,3,2025,"₹17,435"
2017,"₹13,853",Bed,Plywood,High,Blue,8,2025,"₹5,963"
2017,"₹8,712",Sofa,Teak Wood,High,White,8,2025,"₹3,750"
2018,"₹7,533",Bookshelf,Wood,High,Beige,7,2025,"₹3,603"
2021,"₹12,187",Wardrobe,Plywood,Low,Black,4,2025,"₹2,926"
2023,"₹10,225",Dining Table,Engineered Wood,Medium,Beige,2,2025,"₹6,544"
2022,"₹15,241",Bookshelf,Wood,Medium,Brown,3,2025,"₹7,803"
2019,"₹13,056",Chair,Steel,Medium,Grey,6,2025,"₹3,422"
2019,"₹37,629",Wardrobe,MDF,Low,Brown,6,2025,"₹4,427"
2016,"₹41,780",Bookshelf,Wood,Medium,Beige,9,2025,"₹5,607"
2023,"₹44,228",Dining Table,MDF,Low,White,2,2025,"₹21,671"
2021,"₹37,924",Bed,MDF,High,White,4,2025,"₹24,881"
2023,"₹12,746",Chair,Steel,High,Walnut,2,2025,"₹10,324"
2023,"₹30,762",Bed,Plastic,Low,Cream,2,2025,"₹15,073"
2016,"₹44,682",Chair,Engineered Wood,High,Beige,9,2025,"₹17,310"
2017,"₹21,533",Chair,Plastic,High,Black,8,2025,"₹9,269"
2021,"₹25,793",Table,Plastic,High,Cream,4,2025,"₹16,922"
2023,"₹16,299",Dresser,Plywood,Medium,Walnut,2,2025,"₹10,431"
2016,"₹4,887",Bed,Steel,High,Blue,9,2025,"₹1,893"
2020,"₹24,684",Bookshelf,Engineered Wood,High,Cream,5,2025,"₹14,575"
2015,"₹49,760",Cabinet,Teak Wood,Medium,White,10,2025,"₹5,342"
2016,"₹11,192",Chair,Plastic,High,Cream,9,2025,"₹4,336"
2019,"₹9,744",Table,Steel,Medium,Blue,6,2025,"₹2,554"
2020,"₹19,236",Bookshelf,Engineered Wood,Low,Teak,5,2025,"₹3,232"
2019,"₹43,718",Sofa,Wood,Low,Beige,6,2025,"₹5,143"
2020,"₹32,640",Bed,MDF,High,Grey,5,2025,"₹19,273"
2017,"₹48,011",Bed,MDF,Medium,Cream,8,2025,"₹8,054"
2018,"₹40,493",Chair,Plywood,Medium,Walnut,7,2025,"₹8,491"
2024,"₹18,593",Sofa,Wood,Medium,Teak,1,2025,"₹14,874"
2015,"₹5,840",Bookshelf,MDF,High,White,10,2025,"₹2,036"
2016,"₹33,651",Dining Table,Teak Wood,High,Cream,9,2025,"₹13,037"
2018,"₹37,584",Dining Table,Engineered Wood,Medium,Cream,7,2025,"₹7,881"
2020,"₹41,165",Bookshelf,Plywood,Medium,White,5,2025,"₹13,488"
2022,"₹14,464",Bed,Plywood,High,Black,3,2025,"₹10,544"
2022,"₹3,453",Wardrobe,Engineered Wood,Low,Red,3,2025,"₹1,184"
2021,"₹25,193",Wardrobe,Teak Wood,Medium,Grey,4,2025,"₹10,319"
2021,"₹33,010",TV Unit,Plywood,Low,Walnut,4,2025,"₹7,925"
2017,"₹40,433",Dresser,MDF,High,Brown,8,2025,"₹17,405"
2021,"₹30,302",Bed,Plywood,High,Beige,4,2025,"₹19,881"
2017,"₹33,850",Sofa,Wood,Medium,Red,8,2025,"₹5,679"
2024,"₹18,285",Wardrobe,Engineered Wood,Medium,Brown,1,2025,"₹14,628"
2020,"₹48,155",Cabinet,Wood,Medium,White,5,2025,"₹15,779"
2018,"₹24,994",Dining Table,Wood,Medium,White,7,2025,"₹5,241"
2022,"₹23,861",Dining Table,Steel,Low,Blue,3,2025,"₹8,184"
2022,"₹20,401",Dresser,Engineered Wood,Low,Black,3,2025,"₹6,997"
2016,"₹40,583",TV Unit,Engineered Wood,Low,Black,9,2025,"₹1,637"
2021,"₹19,375",Bed,Steel,Medium,Red,4,2025,"₹7,936"
2017,"₹16,920",Cabinet,Teak Wood,High,Beige,8,2025,"₹7,283"
2015,"₹35,431",TV Unit,Teak Wood,Medium,Teak,10,2025,"₹3,804"
2021,"₹10,719",Sofa,MDF,Medium,Black,4,2025,"₹4,390"
2022,"₹32,405",Bookshelf,Steel,Medium,Black,3,2025,"₹16,591"
2017,"₹33,821",Sofa,Engineered Wood,Low,Teak,8,2025,"₹1,949"
2021,"₹9,392",Table,Plastic,Medium,Walnut,4,2025,"₹3,846"
2018,"₹8,056",Bed,Plastic,Low,Teak,7,2025,"₹1,000"
2023,"₹19,841",Sofa,Plastic,Low,Walnut,2,2025,"₹9,722"
2019,"₹24,730",Bed,Teak Wood,Medium,Teak,6,2025,"₹6,482"
2019,"₹44,726",Bookshelf,Plywood,High,Brown,6,2025,"₹23,769"
2023,"₹49,511",TV Unit,Plywood,Low,Black,2,2025,"₹24,260"
2020,"₹9,587",Bed,Engineered Wood,Medium,Cream,5,2025,"₹3,141"
2020,"₹26,629",Dining Table,Steel,Medium,Red,5,2025,"₹8,725"
2018,"₹22,858",Dining Table,Engineered Wood,Medium,Grey,7,2025,"₹4,793"
2020,"₹28,044",Chair,Teak Wood,High,Brown,5,2025,"₹16,559"
2024,"₹37,798",Bed,Plywood,Low,Brown,1,2025,"₹26,458"
2023,"₹23,010",Dresser,MDF,Medium,Teak,2,2025,"₹14,726"
2020,"₹31,737",Dresser,Teak Wood,High,Walnut,5,2025,"₹18,740"
2022,"₹41,341",Wardrobe,Teak Wood,Low,Grey,3,2025,"₹14,179"
2020,"₹17,914",Dresser,Plastic,Medium,Brown,5,2025,"₹5,870"
2019,"₹13,821",Cabinet,Teak Wood,Medium,Blue,6,2025,"₹3,623"
2023,"₹11,073",Chair,Engineered Wood,Medium,White,2,2025,"₹7,086"
2020,"₹36,112",Bed,Wood,Low,Brown,5,2025,"₹6,069"
2020,"₹22,863",Table,Wood,Low,Teak,5,2025,"₹3,842"
2020,"₹26,692",Wardrobe,Plastic,High,Black,5,2025,"₹15,761"
2022,"₹31,553",Sofa,Teak Wood,High,Walnut,3,2025,"₹23,002"
2020,"₹39,921",Wardrobe,MDF,Low,Cream,5,2025,"₹6,709"
2023,"₹14,045",Table,Plywood,Medium,White,2,2025,"₹8,988"
2023,"₹16,064",Cabinet,Plastic,High,Walnut,2,2025,"₹13,011"
2022,"₹12,311",Bed,Teak Wood,Medium,White,3,2025,"₹6,303"
2015,"₹44,056",Chair,Steel,High,Brown,10,2025,"₹15,361"
2022,"₹22,003",Dresser,MDF,High,Grey,3,2025,"₹16,040"
2022,"₹49,923",Bookshelf,Engineered Wood,High,White,3,2025,"₹36,393"
2018,"₹8,590",TV Unit,Engineered Wood,Medium,Black,7,2025,"₹1,801"
2018,"₹46,632",Cabinet,Teak Wood,Low,Cream,7,2025,"₹3,840"
2022,"₹34,142",Table,Plywood,Low,Beige,3,2025,"₹11,710"
2020,"₹46,600",Dresser,Plywood,Medium,Beige,5,2025,"₹15,269"
2016,"₹40,782",Dresser,Wood,High,Grey,9,2025,"₹15,799"
2020,"₹12,608",Wardrobe,MDF,High,Cream,5,2025,"₹7,444"
2021,"₹49,277",Table,Teak Wood,Low,Red,4,2025,"₹11,831"
2019,"₹44,889",Bookshelf,Steel,Medium,Walnut,6,2025,"₹11,767"
2017,"₹4,233",Bed,Plastic,Low,White,8,2025,"₹1,000"
2023,"₹27,721",Dining Table,Plastic,Low,Brown,2,2025,"₹13,583"
2022,"₹42,869",Bed,Steel,Low,Teak,3,2025,"₹14,704"
2022,"₹4,246",Bookshelf,Wood,Low,Walnut,3,2025,"₹1,456"
2024,"₹15,801",Bed,Engineered Wood,Medium,Blue,1,2025,"₹12,640"
2022,"₹24,288",Dining Table,Plywood,Low,Cream,3,2025,"₹8,330"
2024,"₹26,574",Wardrobe,Teak Wood,High,Teak,1,2025,"₹23,916"
2022,"₹8,774",Dresser,Plywood,Medium,Red,3,2025,"₹4,492"
2015,"₹19,372",Table,Teak Wood,Medium,White,10,2025,"₹2,080"
2023,"₹45,566",Cabinet,Teak Wood,Low,Red,2,2025,"₹22,327"
2024,"₹46,217",Chair,Plywood,Medium,Walnut,1,2025,"₹36,973"
2019,"₹18,591",Table,Wood,Low,Grey,6,2025,"₹2,187"
2015,"₹36,141",TV Unit,Wood,Medium,Teak,10,2025,"₹3,880"
2017,"₹46,425",Dresser,Plastic,Low,Walnut,8,2025,"₹2,676"
2024,"₹22,104",Sofa,MDF,Medium,Teak,1,2025,"₹17,683"
2016,"₹29,198",Dresser,MDF,Low,Grey,9,2025,"₹1,178"
2021,"₹12,951",Dining Table,Engineered Wood,Low,Walnut,4,2025,"₹3,109"
2015,"₹19,856",Cabinet,Teak Wood,Low,Red,10,2025,"₹1,000"
2020,"₹10,636",Table,Wood,Medium,Walnut,5,2025,"₹3,485"
2023,"₹16,261",Dresser,Steel,Low,Cream,2,2025,"₹7,967"
2023,"₹36,575",Wardrobe,Plastic,High,Black,2,2025,"₹29,625"
2021,"₹41,771",Dresser,Steel,Low,Beige,4,2025,"₹10,029"
2020,"₹3,655",TV Unit,Teak Wood,Medium,White,5,2025,"₹1,197"
2017,"₹41,410",Bookshelf,MDF,High,Grey,8,2025,"₹17,825"
2017,"₹3,461",Dresser,Engineered Wood,Low,Black,8,2025,"₹1,000"
2016,"₹12,618",Wardrobe,Plastic,Medium,Blue,9,2025,"₹1,693"
2017,"₹13,902",Table,Plastic,Low,Grey,8,2025,"₹1,000"
2023,"₹22,454",Bookshelf,MDF,High,White,2,2025,"₹18,187"
2015,"₹30,067",Dining Table,Steel,Low,Blue,10,2025,"₹1,000"
2022,"₹42,516",Wardrobe,Teak Wood,Medium,Red,3,2025,"₹21,768"
2015,"₹23,677",TV Unit,Plastic,High,Blue,10,2025,"₹8,255"
2018,"₹16,959",Bookshelf,Engineered Wood,High,Blue,7,2025,"₹8,111"
2022,"₹9,684",TV Unit,Plywood,High,Beige,3,2025,"₹7,059"
2022,"₹20,930",Chair,Wood,Low,Blue,3,2025,"₹7,178"
2019,"₹21,119",TV Unit,Plastic,Low,Black,6,2025,"₹2,484"
2015,"₹40,279",Wardrobe,Wood,High,Walnut,10,2025,"₹14,044"
2023,"₹23,857",Dining Table,Plastic,Low,Black,2,2025,"₹11,689"
2019,"₹32,899",Bookshelf,Plastic,High,Blue,6,2025,"₹17,483"
2016,"₹14,944",Table,Engineered Wood,High,Cream,9,2025,"₹5,789"
2020,"₹41,628",TV Unit,Steel,Medium,Walnut,5,2025,"₹13,640"
2021,"₹49,118",Table,MDF,High,Walnut,4,2025,"₹32,226"
2020,"₹26,802",Sofa,MDF,High,Grey,5,2025,"₹15,826"
2022,"₹23,567",TV Unit,Steel,Low,Brown,3,2025,"₹8,083"
2015,"₹48,889",Wardrobe,Wood,High,Brown,10,2025,"₹17,046"
2017,"₹11,241",Table,Engineered Wood,High,Cream,8,2025,"₹4,838"
2016,"₹49,161",Cabinet,Plastic,High,White,9,2025,"₹19,045"
2022,"₹27,039",Chair,MDF,High,Cream,3,2025,"₹19,711"
2017,"₹15,089",Cabinet,MDF,High,Black,8,2025,"₹6,495"
2015,"₹28,735",Bed,Wood,Medium,White,10,2025,"₹3,085"
2017,"₹4,301",Cabinet,Plastic,Low,Black,8,2025,"₹1,000"
2019,"₹28,419",Dining Table,Plywood,Low,Black,6,2025,"₹3,343"
2016,"₹36,157",Cabinet,Engineered Wood,Low,Walnut,9,2025,"₹1,459"
2023,"₹39,810",Chair,Steel,Low,Walnut,2,2025,"₹19,506"
2021,"₹29,074",Cabinet,Wood,High,Black,4,2025,"₹19,075"
2018,"₹24,268",Sofa,Teak Wood,Medium,White,7,2025,"₹5,089"
2022,"₹9,860",Dresser,Plastic,High,Walnut,3,2025,"₹7,187"
2020,"₹12,461",Sofa,Plywood,High,White,5,2025,"₹7,358"
2019,"₹12,464",Chair,Steel,Low,White,6,2025,"₹1,466"
2020,"₹45,247",Sofa,Teak Wood,High,Blue,5,2025,"₹26,717"
2024,"₹21,613",Bed,Engineered Wood,High,Brown,1,2025,"₹19,451"
2017,"₹17,908",Bed,Plastic,Low,Black,8,2025,"₹1,032"
2015,"₹48,258",Dresser,Steel,High,Brown,10,2025,"₹16,826"
2016,"₹23,925",Dresser,Engineered Wood,Medium,White,9,2025,"₹3,211"
2022,"₹26,327",Sofa,Steel,Medium,Cream,3,2025,"₹13,479"
2023,"₹3,915",Cabinet,Plastic,Low,Grey,2,2025,"₹1,918"
2016,"₹38,607",Dresser,Teak Wood,Medium,White,9,2025,"₹5,181"
2019,"₹27,701",Bed,Teak Wood,Medium,Grey,6,2025,"₹7,261"
2022,"₹48,101",Bookshelf,Wood,Low,Walnut,3,2025,"₹16,498"
2018,"₹15,589",Wardrobe,Plastic,Medium,Walnut,7,2025,"₹3,269"
2024,"₹42,915",Chair,Plastic,High,Grey,1,2025,"₹38,623"
2021,"₹48,250",Wardrobe,Teak Wood,Low,Teak,4,2025,"₹11,584"
2016,"₹44,040",Chair,MDF,Medium,Teak,9,2025,"₹5,910"
2018,"₹35,386",Dresser,Steel,High,Brown,7,2025,"₹16,925"
2023,"₹16,395",Dresser,MDF,Medium,Grey,2,2025,"₹10,492"
2024,"₹29,088",Chair,MDF,Low,White,1,2025,"₹20,361"
2021,"₹37,954",Dresser,Teak Wood,Low,White,4,2025,"₹9,112"
2019,"₹9,415",Chair,Engineered Wood,Medium,Brown,6,2025,"₹2,468"
2018,"₹9,923",Bookshelf,Plastic,High,Red,7,2025,"₹4,746"
2015,"₹40,779",Wardrobe,Plastic,Medium,Walnut,10,2025,"₹4,378"
2019,"₹27,155",Chair,Engineered Wood,Medium,Teak,6,2025,"₹7,118"
2017,"₹26,771",Sofa,Steel,Low,Red,8,2025,"₹1,543"
2015,"₹8,239",Dining Table,Plywood,High,Black,10,2025,"₹2,872"
2022,"₹46,894",Bookshelf,MDF,Low,Cream,3,2025,"₹16,084"
2017,"₹27,948",Dresser,Engineered Wood,High,Cream,8,2025,"₹12,030"
2015,"₹18,573",Wardrobe,Steel,Low,Beige,10,2025,"₹1,000"
2015,"₹40,630",Dining Table,Steel,High,Beige,10,2025,"₹14,166"
2018,"₹16,615",Sofa,Wood,Medium,Walnut,7,2025,"₹3,484"
2018,"₹10,764",Dining Table,Engineered Wood,High,Grey,7,2025,"₹5,148"
2021,"₹35,089",Bed,Teak Wood,Low,Beige,4,2025,"₹8,424"
2015,"₹14,207",Table,Plastic,Medium,Grey,10,2025,"₹1,525"
2020,"₹25,814",Dining Table,Plastic,Medium,Brown,5,2025,"₹8,458"
2015,"₹24,551",TV Unit,Wood,Low,Walnut,10,2025,"₹1,000"
2016,"₹12,408",Table,Wood,Medium,Brown,9,2025,"₹1,665"
2018,"₹37,824",Wardrobe,Plastic,Low,Cream,7,2025,"₹3,114"
2020,"₹29,846",Bed,MDF,Low,Beige,5,2025,"₹5,016"
2019,"₹17,782",Cabinet,Steel,Medium,White,6,2025,"₹4,661"
2024,"₹42,891",Table,Teak Wood,Low,Grey,1,2025,"₹30,023"
2022,"₹36,840",Bookshelf,Steel,Medium,Teak,3,2025,"₹18,862"
2018,"₹16,633",Cabinet,Wood,Medium,Blue,7,2025,"₹3,488"
